Momentum Lookback,Volatility Lookback,Trend Lookback,Defensive Exposure,CAGR,Annualised Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Beta vs Nifty 50,Average Turnover,Total Transaction Costs,CAGR Difference vs Fixed,Sharpe Difference vs Fixed,Drawdown Improvement vs Fixed
189,21,200,0.5,0.19986080106154525,0.12380173736548607,1.0508416098872821,1.5344442617268546,-0.12473704197077007,1.6022570192772336,0.7473636822975765,0.1789724282472692,75952.08414227937,-0.005358775643307112,0.28449269854803483,0.23387863843386913
189,21,200,0.7,0.1984260251245864,0.1306369537402611,0.993202855398876,1.4393421507390387,-0.15199198552012416,1.305503210880249,0.8158568924527443,0.14811686954667214,68179.2178661142,-0.006793551580265955,0.22685394405962866,0.20662369488451504
189,21,200,0.8,0.19747042100140488,0.1347685998185485,0.9608061286879115,1.3867370781858728,-0.16550315816561878,1.1931519808449607,0.8503248886744972,0.1345574781354137,64395.527506229264,-0.0077491557034474745,0.19445721734866417,0.19311252223902042
189,63,100,0.5,0.19627918707756975,0.11459505691372678,1.0991140492589295,1.6207419621622021,-0.1431582888620324,1.3710640762598953,0.6839584689036596,0.1478644331144724,71335.23454361278,-0.008940389627282608,0.3327651379196822,0.2154573915426068
189,63,100,0.7,0.19848087703894035,0.12442573969513486,1.0367728424538454,1.5117723160100935,-0.15620036189966002,1.2706812879629592,0.7767650454930688,0.11170991806592995,55304.86714859069,-0.006738699665912007,0.27042393111459806,0.20241531850497918
189,63,100,0.8,0.19930984298289456,0.13022773381806282,1.0016699463398047,1.4526487995156583,-0.16835949667362837,1.1838348707424844,0.8233758815988477,0.09450963260630911,47106.04523494765,-0.0059097337219577994,0.23532103500055734,0.19025618373101083
189,63,150,0.5,0.2051605221811108,0.12070210617819925,1.1118412700934444,1.636950637037361,-0.12066763838893069,1.7002116302288632,0.7290719917907987,0.1412068687001663,59178.15075849549,-5.9054523741552956e-05,0.34549235875419704,0.23794804201570852
189,63,150,0.7,0.20369634916375579,0.12829374063121737,1.0437816503959558,1.5216385134464974,-0.15040513197592686,1.3543178114185523,0.803845890538478,0.10777219834038962,48335.303492755615,-0.0015232275410965723,0.2774327390567085,0.20821054842871234
189,63,150,0.8,0.20273866871857948,0.13285073332569114,1.0063679059153594,1.459563556249269,-0.16509314191628677,1.2280259880291182,0.8414352982776564,0.09197965791831214,42782.12607384693,-0.0024809079862728733,0.2400189945761121,0.19352253848835244
189,63,200,0.5,0.20338824975509961,0.12289388467600815,1.081999517804718,1.5844366364065257,-0.12878410327626488,1.5792962375084099,0.7446079462362655,0.14215696355870575,57706.96259348703,-0.001831326949752743,0.3156506064654706,0.22983157712837432
189,63,200,0.7,0.20263089010561774,0.12969744854506357,1.026934627195921,1.4925710402585093,-0.155125191268223,1.306241033123072,0.813144584906074,0.10836625780149917,47665.23329835938,-0.002588686599234613,0.26058571585667367,0.2034904891364162
189,63,200,0.8,0.20202888912536454,0.13380773548526742,0.9956360071847113,1.4412556346515206,-0.1681999883895018,1.2011230860344946,0.8476237710500687,0.09236614536487686,42387.299268847804,-0.0031906875794878164,0.22928709584546403,0.19041569201513742
189,126,100,0.5,0.19326837799533636,0.11473241941050066,1.0755967922236502,1.5795149669109105,-0.1448334041191104,1.3344185284521328,0.6859354089043339,0.14106146106725834,67463.2497782898,-0.011951198709515998,0.3092478808844029,0.21378227628552882
189,126,100,0.7,0.1955149343726661,0.12463752904951421,1.0150036247944396,1.4749001877373515,-0.15787658209637723,1.2384036427474228,0.7793620661601253,0.104739063136595,51216.5141314913,-0.009704642332186264,0.2486547134551923,0.20073909830826198
